,,,,,,,,,,,,,,,PERN,R NORTE,R SUL,R AFRCA,AL SOLO,A SOLO V,B. P. INT,P. MNT
,Aeronave,OM,    Data,Piloto,Missão,Tempo de Voo,Obs,Pousos,Etapas,Quadrinhos,ANV,#VALUE!,,,,,,,,,,
,VC2,70,25/02/2026,SAM,ESCAV,13:05,R AFRCA,2,5,3,2590,,,,,,,,,,,
,VC2,70,25/02/2026,TOD,ESCAV,13:00,R AFRCA,2,6,3,2590,,,,,,,,,,,
,VC2,70,25/02/2026,VAS,ESCAV,00:00,R NORTE,,,6,2590,,,,,,,,,,,
,VC2,70,25/02/2026,SAM,ESCAV,00:00,R NORTE,,,6,2590,,,,,,,,,,,
,VC2,70,25/02/2026,TOD,ESCAV,00:00,R NORTE,,,6,2590,,,,,,,,,,,
,VC1,68,22/02/2026,VRS,PR TLD,12:55,R AFRCA,1,4,9,2101,,,,,,,,,,,
,VC1,68,22/02/2026,OSV,PR TLD,12:55,R AFRCA,1,4,9,2101,,,,,,,,,,,
,VC1,68,22/02/2026,GZA,PR TLD,12:50,R AFRCA,2,4,9,2101,,,,,,,,,,,
,VC1,68,22/02/2026,PCI,PR TLD,05:10,R AFRCA,0,2,3,2101,,,,,,,,,,,
,VC1,67,23/02/2026,BRT,PR TLD,00:00,R AFRCA,,,5,2101,,,,,,,,,,,
,VC1,67,23/02/2026,ATD,PR TLD,00:00,R AFRCA,,,5,2101,,,,,,,,,,,
,VC1,67,23/02/2026,LIN,PR TLD,00:00,R AFRCA,,,5,2101,,,,,,,,,,,
,VC1,67,24/02/2026,BRT,PR TLD,15:40,R NORTE,2,6,8,2101,,,,,,,,,,,
,VC1,67,24/02/2026,ATD,PR TLD,15:40,R NORTE,2,6,8,2101,,,,,,,,,,,
,VC1,67,24/02/2026,LIN,PR TLD,15:35,R NORTE,1,6,8,2101,,,,,,,,,,,
,VC1,67,24/02/2026,PCI,PR TLD,09:55,R NORTE,1,4,6,2101,,,,,,,,,,,
,VC1,69,24/02/2026,MAC,PR TLD,04:20,R NORTE,0,2,6,2101,,,,,,,,,,,
